time,open,high,low,close,RSI,200 EMA,Volume,Volume MA
1621814400,34687.8,39920,34370.3,38809.9,36.18377839000213,41874.729634928684,10413.04700225,9627.195066071501
1621900800,38803.2,39793.6,36444.6,38320.9,35.60069580513563,41839.368146023924,9520.56042978,9795.4980277015
1621987200,38320.9,40831.3,37803.6,39241.4,37.637908822121794,41813.51771671025,9233.42478631,9936.229774118
1622073600,39241.3,40399,37134.7,38527.7,36.66933030290328,41780.823013061396,8469.96675861,10032.225753871
1622160000,38529.4,38875,34683,35661.2,32.99652059985016,41719.931241787155,11532.6623255,10315.261606074
1622246400,35661.3,37337.8,33621,34600.2,31.72971565476206,41649.08814485395,12290.01390401,10638.2411381785
1622332800,34605.6,36496.4,33393.1,35644.4,34.39906030958706,41589.34000410914,7624.97949729,10611.946172566
1622419200,35644.5,37500,34127.8,37257.6,38.405893889066995,41546.23811352099,8288.29118109,10682.9560294905
1622505600,37257.6,37898.9,35698.1,36689.4,37.536253176024275,41497.91136612277,7682.71003983,10589.828787872002
1622592000,36694.6,38230.7,35926.8,37589,39.85819505340547,41459.01672566384,6047.44720203,10390.533674150001
1622678400,37589,39474.5,37176.2,39249.9,43.99734048937871,41437.03546471196,5991.20329389,10417.5456234075
1622764800,39249.9,39285.7,35555.8,36829.3,39.7081252631473,41391.18735063523,8194.59073166,10437.510511345501
1622851200,36829.3,37962.4,34800,35514.6,37.56604749348292,41332.713844658756,7313.51968919,10332.720928047002
1622937600,35514.6,36465.9,35230.4,35798.1,38.33851621943431,41277.64306013479,5183.69370041,10005.756285417
1623024000,35798,36800,33301.3,33560,34.689549949720444,41200.85059187474,6694.25499964,9862.870747361
1623110400,33560,34061.3,31000,33379.8,34.40561175603003,41123.02919295061,10967.6879291,9320.976750253
1623196800,33379.8,37534.7,32393.9,37377,45.13358143709857,41085.7552706327,9785.72799624,9167.097328726
1623283200,37386.3,38451.5,35800,36673,43.77562854082622,41041.84725798958,7952.80080961,8896.305737162
1623369600,36673,37680.4,35926.2,37337.6,45.44439904146167,41004.989076318045,5668.22739993,8670.70519249
1623456000,37332.6,37453.7,34625.5,35573.4,41.89008791641497,40950.94341386712,6153.54096178,8250.4175319075
1623542400,35553.3,39375,34761.7,39018.7,50.09839345163889,40931.717111241574,7946.86046317,8127.108204953501
1623628800,39015.3,41029,38737.2,40543,53.245115428667326,40927.84927928892,9826.82968641,8142.421667785001
1623715200,40543.1,41355.3,39525,40156.7,52.3442666232922,40920.17615213182,7466.28787298,8054.064822118501
1623801600,40154.6,40496.1,38105.2,38347.2,48.22811831445485,40894.57439937429,7972.11668886,8029.172318631
1623888000,38356,39571.9,37366.3,38091.2,47.657144783588336,40866.6801267437,7793.65409096,7842.221906904
1623974400,38094.7,38194.5,35117.3,35823,42.820007020503766,40816.4942548358,7211.31618069,7588.287020737999
1624060800,35822.9,36492.7,34811,35478.5,42.12073058125008,40763.379884140915,5600.77689854,7487.076890800499
1624147200,35479.6,36191.3,33335,35600.5,42.47897879787449,40712.00794499523,7101.23170983,7427.723917237499
1624233600,35603.2,35742.5,31251.6,31614.1,34.88160947326078,40621.48149778135,13620.66425887,7724.621628189499
1624320000,31614,33290.2,28801.8,32505.1,37.569238463652475,40540.721482878056,14492.49247168,8146.8738916719985
1624406400,32505,34839.8,31709,33675,41.01183603567099,40472.405846232505,9778.71531658,8336.249492806499
1624492800,33676.1,35301.4,32306.2,34657.9,43.815029428082376,40414.550066668,6292.1323118,8241.1265718135
1624579200,34658,35499.9,31276.1,31588.1,37.77692984021364,40326.72469287031,8644.41581247,8307.671377977498
1624665600,31588.1,32720.9,30153,32283.7,39.80133844332999,40246.69459642384,8231.76048513,8460.0747172135
1624752000,32283.7,34752.4,32001.2,34704.4,46.34368655738009,40191.54738650918,6201.65595674,8435.4447650685
1624838400,34703.8,35291.5,33857.4,34490.7,45.869748690352935,40134.82253689217,6438.5080379,8208.9857705085
1624924800,34490.8,36595.2,34234.4,35908.9,49.55657786601332,40092.77355642558,6179.74464212,8028.686602802501
1625011200,35906.6,36099.6,34022.7,35045.4,47.437979189228905,40042.55093397358,5743.88825298,7918.2409749710005
1625097600,35045.4,35056.5,32711,33500.1,43.8270054343165,39977.451919705185,5862.13368013,7927.936288981
1625184000,33500,33988.2,32700.8,33791.4,44.681832569131316,39915.899164285234,4815.46724609,7861.0326031965
1625270400,33791.5,34942.6,33324,34675.2,47.302080511026546,39863.752903944085,3265.1232828,7626.9457441780005
1625356800,34675.2,35966.8,34349.9,35273.7,49.061680920967625,39818.080735745636,2936.57694737,7282.433107226
1625443200,35279.8,35283.7,33130.7,33683.7,44.78352586479984,39757.042121459606,4075.4535178,7112.8913894669995
1625529600,33683.7,35100,33510,34228.5,46.50481354673156,39702.03175209185,4424.98079246,6935.534594647
1625616000,34227.1,35057.3,33777.2,33862.8,45.47992399742596,39643.92994361332,3811.94228643,6736.4490044204995
1625702400,33862.7,33922.7,32085.5,32875.7,42.741801608944904,39576.58437203508,4430.3485145,6597.400621111
1625788800,32872.8,34100,32265,33816.4,46.07382049656782,39519.26910465165,3393.82417373,6487.052984870499
1625875200,33815.5,34260.9,33037,33510,45.152160762470295,39459.4753822173,3252.0301665,6294.592907704
1625961600,33510,34611.3,33318.5,34263.5,47.911695035881706,39407.77413463305,2880.61057524,5757.590223522499
1626048000,34263.5,34702.9,32630.4,33089.4,44.18156573198,39344.90474025859,4117.41091594,5238.8361457354995
1626134400,33089,33341,32195,32725.2,43.06163188093622,39279.0370314003,3605.48781935,4930.1747708739995
1626220800,32725.2,33170,31575.4,32819.3,43.460416354156614,39214.76104103811,4379.6771826,4834.552014414
1626307200,32819.3,33184,31150,31868.5,40.38280391995814,39141.66391625166,4180.04592533,4611.333520057
1626393600,31877.8,32246.9,31026,31389.1,38.88751943686204,39064.52397678647,3316.24708973,4365.557850286999
1626480000,31383.4,31950.9,31173.6,31520.2,39.54674853083232,38989.456076519935,2846.32450463,4197.7912776815
1626566400,31520.2,32447,31112,31778.1,40.897409361141314,38917.70128968889,3325.4026869,4042.1360101314995
1626652800,31778.2,31893,30400,30833.3,37.58450638024155,38837.25948581139,3335.78861774,3899.9382089125
1626739200,30833.4,31056.4,29272,29782.5,34.260432811546224,38747.16237649983,5621.77156696,3893.8323746114997
1626825600,29783.6,32844.8,29481.8,32144,45.851002138967964,38681.459268275954,6911.34073477,3946.2927273434993
1626912000,32144.1,32600,31717,32289.7,46.478000696616405,38617.85967356674,3146.50976718,3862.8448533979995
1626998400,32289.8,33640,31964,33634.7,52.0030616031787,38568.27599522279,3248.66881687,3862.0221301014994
1627084800,33634.7,34494.6,33399.9,34256.7,54.34998261326711,38525.37474153899,3775.61429695,3903.9739975804996
1627171200,34256.7,35400,33848.3,35388.4,58.341300008575914,38494.1610625187,4124.36142627,3906.4193930039996
1627257600,35385.1,40569.7,35208,37242.9,63.90987318244269,38481.71070368767,14002.7332929,4385.307018025999
1627344000,37242,39554,36345,39465.5,69.2202199909247,38491.49965190968,5662.33553701,4477.826680554999
1627430400,39465.6,40893,38746.8,40015.5,70.38162003945816,38506.663834477746,10022.20011388,4757.419260524
1627516800,40016.1,40648.9,39255,40022.4,70.39671136447878,38521.74578637349,7328.58635594,4954.157369634499
1627603200,40022.4,42308.9,38320,42217.2,74.79585882680355,38558.51647506629,7634.65250722,5173.2884866705
1627689600,42202.9,42423.4,41026.4,41464,70.90194146077778,38587.42675889647,5900.93424033,5324.304669924999
1627776000,41464,42581.7,39390.1,39852.1,63.306235659821404,38600.01057224078,6814.54625176,5459.161436715999
1627862400,39852.1,40468.6,38689,39147.8,60.26813581449207,38605.461213313014,7179.19927397,5637.8470094469985
1627948800,39147.8,39774,37653.6,38201.7,56.35561396814451,38601.443688802436,9287.78877747,5883.252589190498
1628035200,38201.6,39959.4,37500,39719.8,60.757818171605905,38612.57161229694,8111.12100328,6079.806343087998
1628121600,39725.3,41350,37304.2,40864.4,63.72843182491786,38634.9778649109,10941.65762645,6461.076869923999
1628208000,40864.5,43376.7,39856.1,42839.6,68.2018265358607,38676.81490108094,8603.7854991,6748.949919647499
1628294400,42839.5,44707.3,42411,44574.4,71.52366151553046,38735.49733987616,8388.79623895,7002.119597249999
1628380800,44574.9,45317.9,43265.5,43792.8,68.07324023521213,38785.81875937988,8345.16809218,7252.588570972
1628467200,43792.5,46457,42780,46269,72.58545068503958,38860.27827421192,7844.06263615,7363.7031244314985
1628553600,46263.7,46707.6,44632,45581.3,69.64169460552432,38927.154112279466,6603.16990823,7348.294583104498
1628640000,45581.5,46740,45337.8,45520.8,69.3751332992671,38992.76252907271,7611.34281908,7571.536235699498
1628726400,45520.4,46209,43750,44415.2,64.51533678615056,39046.717130773475,9021.42456811,7860.174023261499
1628812800,44411.3,47891,44222.3,47807.7,71.18544252107634,39133.891089671255,8177.13064666,8080.249840746999
1628899200,47807.7,48151.3,45969.2,47071.4,68.18952849824049,39212.87127783373,6502.01523465,8199.132531165998
1628985600,47071.4,47377.6,45486.7,46980.4,67.80968807738606,39290.16012084036,7538.86403893,7875.939068467499
1629072000,46980.5,48045,45627.7,45887,63.25067325512011,39355.80031864294,8152.24700094,8000.434641663999
1629158400,45887,47172.9,44390.7,44684.3,58.58485774922351,39408.82021596988,10153.44403666,8006.996837802998
1629244800,44684.4,46015.3,44206.8,44708.3,58.650407682747925,39461.55135809953,9385.05396444,8109.820218227998
1629331200,44708.3,47049.2,43925.6,46765.7,63.92206262600497,39534.22945403884,7253.71641438,8090.773413585999
1629417600,46765.6,49400.4,46632.5,49319.4,69.17512845812126,39631.59433509318,7915.56087325,8191.504745232
1629504000,49319.9,49776.4,48195.9,48821.3,67.122223579447,39723.03419245544,6635.95123625,8182.574994456499
1629590400,48821.3,49490,48034,49237.4,67.97718058675056,39817.70449899817,5705.0218117,8108.866121342998
1629676800,49232.9,50531.2,49002.8,49478.2,68.48787716641456,39913.828832341474,7078.41441241,7998.397403089997
1629763200,49481.7,49897.1,47567,47662.5,60.63547616540942,39990.93003798982,5768.93982451,7881.288344151498
1629849600,47662.5,49250,47130,48983.2,63.87952227076371,40080.4053609949,4955.65880617,7581.988403137497
1629936000,48983.3,49342.3,46275,46829.5,55.80331058572056,40147.56053153226,5421.97936422,7422.898096393497
1630022400,46829.4,49164,46344.1,49054.1,61.25260147770828,40236.182814800595,4508.79895082,7228.898231986997
1630108800,49053.7,49286,48350,48890,60.65846935858954,40322.29044848417,3254.21821119,6974.350737937498
1630195200,48892,49634.8,47750,48763.2,60.172785173193375,40406.2795982505,3663.47698059,6765.321455159498
1630281600,48763.2,48869.4,46833.1,46981,53.66844299682421,40471.69970175049,5163.82791372,6693.354355433998
1630368000,46981,48248.9,46688.9,47095.5,54.01237923629944,40537.60816242959,4456.69133766,6535.621781362997
1630454400,47095.5,49125,46503.8,48815.3,58.942430359052445,40619.97325534074,4692.85943181,6319.193524547998
1630540800,48815.3,50380.8,48595,49248.9,60.1037156995656,40705.83322294929,5074.53043388,6164.063513908999
1630627200,49248.8,51027,48322.5,50011,62.13109861763723,40798.42194709904,5689.15969797,6123.420737074999
1630713600,50010.9,50548.5,49368,49902.6,61.65120288123225,40889.01078344632,3290.89673393,5911.022371824999
1630800000,49902.8,51885.2,49460.9,51768,66.45314618727426,40997.25943236725,3909.17401722,5698.868722638998
1630886400,51768,52827.3,50969.3,52667.2,68.50069942276603,41113.37824398549,4595.81156462,5420.987099036998
1630972800,52667.2,52920,42478.9,46861.7,48.09170540059692,41170.57547538862,12542.58053363,5578.863427496499
1631059200,46864,47338.5,44408,46048.1,46.022275707037714,41219.10805772306,7277.4782046,5580.051517007499
1631145600,46047.6,47392,45488.6,46393.1,47.062522956558055,41270.59056461139,5773.34939152,5472.940942920998
1631232000,46393,47032,44119.1,44850.3,43.0655835842862,41306.20956396849,6237.15493893,5453.001128054999
1631318400,44850.4,45984,44728,45170.5,44.12619664549516,41344.66021507328,4076.80412548,5371.590243743999
1631404800,45170.5,46443,44738.1,46025.5,46.96710301035309,41391.23573532131,4130.8044145,5224.209743848499
1631491200,46025.5,46852.2,43375,44938.3,43.90980215725042,41426.52990710916,7350.64697619,5303.295101432499
1631577600,44938.3,47245.4,44645,47108.8,50.79600484029593,41483.069908033445,4812.43270881,5296.133796564498
1631664000,47108.1,48444.2,46693,48124.3,53.66236969768355,41549.1517994958,4582.18040454,5254.143848580499
1631750400,48124.3,48520,47012.4,47738.6,52.41346761156883,41610.738348754545,4513.00434127,5254.354118103
1631836800,47738.6,48139.1,46750.6,47300.3,50.96198643797587,41667.35090249828,4303.98094442,5306.8422547645
1631923200,47300.3,48800,47030,48294,54.06765854360656,41733.28770943859,3567.63550156,5302.050180812999
1632009600,48294,48366.5,46816.2,47242.5,50.42821491047122,41788.105742180494,3934.58208038,5240.587889146
1632096000,47242.4,47353.6,42470.5,43018.6,39.055408350933746,41800.3494661389,10833.19578935,5559.413111730499
1632182400,43010.4,43648,39571,40730.4,34.51433419439989,41789.70320279423,10035.52654798,5826.5464675389985
1632268800,40730.3,44000,40568,43556.4,43.2850987158305,41807.282275403246,6328.30649873,5889.235270781499
1632355200,43550.7,44978.2,43064.1,44865.7,46.837701463850145,41837.71429256341,5371.62655513,5873.358613639499
1632441600,44865.6,45144.1,40683,42803.9,42.33998365677803,41847.32808069711,9621.42027317,6189.884790601499
1632528000,42803.8,42969.9,41631.2,42676.6,42.07135663457913,41855.57954258072,4355.17382883,6212.184781181999
1632614400,42676.5,43930,40751,43170.6,43.56762860689914,41868.66432325156,5337.60027521,6249.274216711499
1632700800,43170.6,44357.1,42090.6,42137,41.17142708854206,41871.33432998538,4664.58701539,5855.374540799499
1632787200,42137.1,42762.2,40875,41018.9,38.69231071320605,41862.852396353686,4930.47886189,5738.024573664
1632873600,41018.9,42593,40752.1,41536.9,40.48042235045814,41859.60908892728,4430.01180291,5670.8576942335
1632960000,41529.8,44123,41413,43817.2,47.71047250876112,41879.08760545537,5523.35584003,5635.167739288499
1633046400,43819.1,48466.6,43293.6,48144.5,58.109768329759625,41941.43001734138,7801.10797006,5821.382931517499
1633132800,48148.8,48333,47436.1,47631.6,56.67113052302826,41998.048624134004,4410.69056753,5835.377239168998
1633219200,47631.6,49219.4,47099.9,48204.2,57.92353580573123,42059.80137414262,6402.13208649,5787.951494683999
1633305600,48204.2,49500,46909,49223.7,60.133070817106876,42131.083947534236,10547.2044804,6074.690083263499
1633392000,49223.7,51887,49034.7,51462.3,64.5367361460981,42223.931868454296,8635.78985632,6277.370555852499
1633478400,51462.3,55770.5,50386.1,55314.7,70.56284432744341,42354.188267773156,11482.2918093,6625.834929253999
1633564800,55314.7,55329.4,53376.8,53778.6,65.76417941563855,42467.86400640228,10752.11942364,6948.241853214999
1633651200,53778.6,56138.6,53613,53949.7,66.04119990119216,42582.11113071668,7651.53588215,7152.436872244498
1633737600,53949.7,55500,53650,54947.7,67.68374529957018,42705.15181598318,5550.65173517,7233.240354983997
1633824000,54948.5,56505.5,54095,54663.6,66.69477728031404,42824.1413501525,7531.24776785,7068.142953908998
1633910400,54663.6,57840,54414.4,57471.9,71.17789828760405,42969.89019243954,8509.77691747,6991.855472383499
1633996800,57471.9,57670,53889,56004.5,66.16610245796562,43099.587802465016,9377.37035353,7144.308665123497
1634083200,56001.1,57764.4,54222.5,57367.2,68.39188739326121,43241.55409298775,8390.76778527,7295.265726630498
1634169600,57367.2,58529.9,56795,57344.9,68.31268800376475,43381.88589305753,8171.74382922,7222.781904432998
1634256000,57344.8,62947.4,56861.8,61673.9,74.4888043015112,43563.89598367387,14302.46147643,7720.146286812998
1634342400,61673.4,62358,60154.4,60878.4,71.72236007635287,43736.179605726866,6574.13524449,7781.973035276998
1634428800,60878.5,61701,58977,61526.2,72.61430915241606,43913.19473402809,6359.33970784,7866.710669899499
1634515200,61526.2,62694,59868.3,62027.8,73.31616262435243,44093.43956254522,10122.02844557,8126.288149083499
1634601600,62027.7,64472.4,61324.6,64285.4,76.26460936387355,44294.35459177363,11177.20007821,8463.647562848499
1634688000,64285.4,66985.9,63500,66007.2,78.23946336263032,44510.40280479081,9865.22126615,8680.740834154498
1634774400,66007.2,66663.4,62015.3,62210.1,65.3300721392212,44686.51919479289,13447.27512642,8963.0491919725
1634860800,62210,63734.9,60011,60699,61.015423977123284,44845.847362008884,7920.31555073,9138.5304411325
1634947200,60698.6,61748,59611,61296.2,62.081276780057415,45009.53246288442,5726.54449495,9104.7510615555
1635033600,61296.2,61487.6,59517.2,60854,60.7566848416773,45167.18885628855,6347.16397944,8894.749036507501
1635120000,60853.9,63710.7,60658.1,63082.8,64.82985598467076,45345.45364378817,6855.86716679,8805.752902031
1635206400,63082.9,63287.1,59850,60329.6,56.964432820462925,45494.54962743207,7082.90998364,8585.783810748002
1635292800,60330.2,61488.2,57963,58408.2,52.20431053929787,45623.043660989955,10952.41465523,8595.798572327501
1635379200,58408.2,62509,57820,60590.7,56.636884199657764,45771.9755648607,11499.24187695,8788.183872067502
1635465600,60590.7,62961.9,60193,62253.3,59.702800557752475,45935.96884282229,7686.44066313,8894.973318465502
1635552000,62253.2,62368,60644,61855.9,58.635648454515895,46094.37611801809,4843.50700747,8760.586280446503
1635638400,61855.9,62397,59964,61293.6,57.0809445956781,46245.61217654527,6690.05356878,8669.600113012002
1635724800,61293.9,62440.6,59381.2,60897.5,55.95543382961128,46391.40210513686,7994.30817599,8600.447004135003
1635811200,60898,64281.4,60635,63221.9,60.83566072576194,46558.86974588177,7904.01584747,8576.109407245003
1635897600,63221.9,63506.8,60400,62894,59.82856330259955,46721.40835537548,7188.70758269,8526.957594918502
1635984000,62893.9,63086.9,60700,61401.9,55.33917536022228,46867.48289910309,6264.78421529,8125.073731861502
1636070400,61401.9,62604,60730,60947.9,54.01115530195453,47007.58655184833,5158.60745715,8054.297342494503
1636156800,60947.7,61555,60050,61467.1,55.33135091131078,47151.46230755134,4279.67683673,7950.314198939003
1636243200,61467.1,63277.2,61326.7,63264.8,59.65043679680026,47311.79402588416,4848.2055647,7686.623054895504
1636329600,63267.9,67795.7,63267.9,67509.5,67.61331370957187,47512.76622463158,8887.77319703,7572.151710836503
1636416000,67509.4,68500.1,66171.6,66941.7,65.74425876532291,47706.0889487646,6584.36890271,7408.109092664503
1636502400,66943,69028,62540,64892.2,59.3651682022695,47877.09502887639,9141.9832326,7192.844497973504
1636588800,64892.2,65589.9,64109.1,64769.2,58.995204160729706,48045.17567535523,5477.93502015,7070.7254714445035
1636675200,64770.9,65472.7,62263.9,64134.1,57.019275802588,48205.26447460543,7481.29295337,7158.4628943655025
1636761600,64134.1,64963.5,63369.3,64370.6,57.588924990144896,48366.11358431085,3122.46338565,6997.227864676002
1636848000,64370.6,65511.1,63569.8,65505.2,60.306897832791634,48536.65175760129,4154.46956397,6862.157984535002
